Үзүүлэлт,Станцын байршил,Сар,value
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2026-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2025-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2024-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2023-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2022-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2021-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2020-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2019-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Алтай,2018-04,
